Time(us),Amplitude
5.200195312499999740e-04,-2.122867777777777810e+05
5.212402343749999480e-04,-2.126610000000000000e+05
5.224609374999999219e-04,-2.126702222222222190e+05
5.236816406250000043e-04,-2.128833333333333430e+05
5.249023437500000867e-04,-2.125702222222222190e+05
5.261230468750000607e-04,-2.124790000000000000e+05
5.273437500000000347e-04,-2.131464444444444380e+05
5.285644531250000087e-04,-2.126374444444444380e+05
5.297851562499999827e-04,-2.128223333333333430e+05
5.310058593749999566e-04,-2.127223333333333430e+05
5.322265624999999306e-04,-2.126753333333333430e+05
5.334472656250000130e-04,-2.123617777777777810e+05
5.346679687500000954e-04,-2.123993333333333430e+05
5.358886718750000694e-04,-2.128376666666666570e+05
5.371093750000000434e-04,-2.121468888888888760e+05
5.383300781250000173e-04,-2.131886666666666570e+05
5.395507812499999913e-04,-2.122197777777777810e+05
5.407714843749999653e-04,-2.127770000000000000e+05
5.419921874999999393e-04,-2.127152222222222190e+05
5.432128906250000217e-04,-2.125132222222222190e+05
5.444335937500001041e-04,-2.124243333333333430e+05
5.456542968750000781e-04,-2.129632222222222190e+05
5.468750000000000520e-04,-2.126127777777777810e+05
5.480957031250000260e-04,-2.126258888888888760e+05
5.493164062500000000e-04,-2.126656666666666570e+05
5.505371093749999740e-04,-2.124770000000000000e+05
5.517578124999999480e-04,-2.124295555555555620e+05
5.529785156250000304e-04,-2.127830000000000000e+05
5.541992187500000043e-04,-2.124374444444444380e+05
5.554199218750000867e-04,-2.126493333333333430e+05
5.566406250000000607e-04,-2.125444444444444380e+05
5.578613281250000347e-04,-2.124690000000000000e+05
5.590820312500000087e-04,-2.126870000000000000e+05
5.603027343749999827e-04,-2.127026666666666570e+05
5.615234374999999566e-04,-2.124391111111111240e+05
5.627441406250000390e-04,-2.126580000000000000e+05
5.639648437500000130e-04,-2.121034444444444380e+05
5.651855468749999870e-04,-2.125108888888888760e+05
5.664062500000000694e-04,-2.126477777777777810e+05
5.676269531250000434e-04,-2.127537777777777810e+05
5.688476562500000173e-04,-2.125275555555555620e+05
5.700683593749999913e-04,-2.126405555555555620e+05
5.712890624999999653e-04,-2.127777777777777810e+05
5.725097656250000477e-04,-2.126184444444444380e+05
5.737304687500000217e-04,-2.127277777777777810e+05
5.749511718749999957e-04,-2.125214444444444380e+05
5.761718749999999696e-04,-2.122536666666666570e+05
5.773925781250000520e-04,-2.125021111111111240e+05
5.786132812500000260e-04,-2.123974444444444380e+05
5.798339843750000000e-04,-2.125294444444444380e+05
5.810546874999999740e-04,-2.127656666666666570e+05
5.822753906250000564e-04,-2.121270000000000000e+05
